RH2M,T2MDEW,QV2M,T2MWET,PS,PSC,TS,T2M_MAX,T2M_MIN,ALLSKY_SFC_UV_INDEX,WS50M,WD50M,WSC,LATITUDE,LONGITUDE,Target_Rain
85,25.3,20.82,25.4,995.2,996.4,29.9,34.2,25.3,6.02,20.92,185,5.42,19.08,83.81,0
82,25.5,20.84,25.4,993.3,994.5,30.5,34.1,25.3,6.74,14.31,194,3.71,19.08,83.81,0
84,25.6,20.98,25.5,993.1,994.3,30.2,33.8,25.9,6.23,12.02,205,3.12,19.08,83.81,1
86,25.4,20.76,25.3,992.3,993.5,29.6,34.0,25.6,5.13,15.26,162,3.96,19.08,83.81,1
81,24.7,20.01,24.7,992.2,993.4,30.0,33.4,25.2,6.06,16.07,178,4.16,19.08,83.81,0
78,24.0,19.26,24.1,992.3,993.5,30.0,32.8,25.2,6.13,20.12,180,5.22,19.08,83.81,0
81,24.5,19.79,24.5,991.1,992.3,29.8,32.6,25.3,5.65,14.44,148,3.74,19.08,83.81,0
93,25.2,20.38,25.0,989.2,990.4,27.9,28.0,25.1,1.69,11.34,68,2.94,19.08,83.81,1
95,24.3,19.55,24.3,986.4,987.6,26.8,26.5,24.2,0.85,12.69,87,3.29,19.08,83.81,1
92,24.5,19.55,24.2,984.1,985.3,27.3,28.0,24.4,1.79,13.23,161,3.43,19.08,83.81,1
91,24.1,19.21,23.9,984.3,985.5,27.2,27.8,24.6,2.07,18.76,166,4.86,19.08,83.81,1
87,23.8,18.98,23.7,986.7,987.9,27.8,29.7,24.1,3.57,16.6,175,4.3,19.08,83.81,1
83,24.2,19.49,24.2,990.0,991.2,29.1,32.1,24.4,5.69,13.77,199,3.57,19.08,83.81,1
84,24.6,19.82,24.5,991.3,992.5,29.2,33.4,25.0,5.29,12.82,161,3.32,19.08,83.81,1
95,25.0,20.18,24.9,990.7,991.9,27.4,26.8,25.2,1.04,12.69,108,3.29,19.08,83.81,1
93,24.0,18.95,23.8,989.6,990.8,26.7,26.2,24.6,0.92,17.55,158,4.55,19.08,83.81,1
85,23.8,18.75,23.6,993.3,994.5,28.1,31.3,24.2,4.23,20.12,178,5.22,19.08,83.81,0
85,24.3,19.37,24.2,996.3,997.5,28.7,32.1,23.3,6.42,13.1,176,3.39,19.08,83.81,1
85,25.2,20.45,25.1,995.4,996.6,29.6,33.5,24.7,6.2,10.8,144,2.8,19.08,83.81,1
86,25.0,20.5,25.1,993.1,994.3,29.4,33.9,25.0,4.75,13.5,33,3.5,19.08,83.81,1
87,24.9,20.16,24.8,991.8,993.0,28.9,30.7,25.5,3.69,15.52,52,4.02,19.08,83.81,1
90,25.0,20.28,24.9,990.8,992.0,28.4,30.3,25.1,2.53,11.21,140,2.9,19.08,83.81,1
79,24.5,19.89,24.6,990.5,991.7,30.3,33.8,24.7,6.5,14.85,198,3.85,19.08,83.81,0
84,24.9,20.29,24.9,991.6,992.8,29.6,33.4,24.4,6.43,10.66,184,2.76,19.08,83.81,1
84,24.9,20.49,25.1,993.4,994.6,29.8,33.0,24.7,6.15,17.28,27,4.48,19.08,83.81,1
88,24.5,19.49,24.3,995.6,996.8,28.2,30.5,24.2,4.41,15.8,60,4.1,19.08,83.81,1
87,24.6,19.86,24.6,994.8,996.0,28.7,32.5,23.8,6.65,15.12,104,3.92,19.08,83.81,1
84,24.8,20.12,24.8,994.0,995.2,29.5,32.9,24.0,6.63,14.44,122,3.74,19.08,83.81,0
86,25.1,20.6,25.2,993.9,995.1,29.5,33.1,25.5,5.6,20.25,191,5.25,19.08,83.81,0
84,24.8,20.23,24.9,994.4,995.6,29.6,32.8,25.0,5.89,16.47,155,4.27,19.08,83.81,1
84,24.9,20.3,25.0,996.9,998.1,29.7,32.4,24.7,6.41,20.92,179,5.42,19.08,83.81,0
81,24.6,20.01,24.8,997.9,999.1,30.1,33.1,24.7,6.43,17.42,166,4.51,19.08,83.81,0
84,24.6,19.58,24.4,997.1,998.3,29.1,32.5,25.2,6.17,24.84,179,6.44,19.08,83.81,1
84,24.6,19.7,24.5,997.4,998.6,29.2,32.9,24.6,6.55,20.25,184,5.25,19.08,83.81,1
84,24.9,20.28,25.0,997.9,999.1,29.7,33.3,24.2,6.42,18.5,185,4.79,19.08,83.81,0
87,25.4,20.79,25.4,996.8,998.0,29.5,32.9,25.1,5.78,9.32,180,2.42,19.08,83.81,1
88,25.4,20.68,25.3,995.7,996.9,29.2,31.3,25.4,5.48,13.64,178,3.53,19.08,83.81,1
83,25.0,20.32,25.0,995.6,996.8,29.9,33.7,24.7,6.49,10.26,169,2.66,19.08,83.81,1
82,24.8,19.83,24.6,995.7,996.9,29.7,33.5,24.7,5.8,13.1,202,3.39,19.08,83.81,0
89,24.9,19.95,24.7,995.7,996.9,28.4,31.1,24.9,4.62,20.66,189,5.36,19.08,83.81,1
88,24.5,19.5,24.3,995.0,996.2,28.2,31.2,24.7,3.79,14.58,326,3.78,19.08,83.81,1
85,24.3,19.2,24.0,993.5,994.7,28.5,30.3,24.7,3.83,17.69,341,4.58,19.08,83.81,1
88,24.3,19.35,24.1,991.1,992.3,28.0,30.1,24.8,3.15,17.96,331,4.66,19.08,83.81,1
90,24.5,19.59,24.3,989.3,990.5,27.8,30.3,24.5,3.51,19.98,176,5.18,19.08,83.81,1
78,23.7,18.61,23.5,991.1,992.3,29.4,31.8,24.8,5.64,24.7,180,6.4,19.08,83.81,0
82,24.0,19.05,23.9,994.6,995.8,29.0,31.4,25.4,4.25,23.36,177,6.06,19.08,83.81,1
85,24.3,19.47,24.3,997.3,998.5,28.8,31.5,24.7,5.17,19.58,183,5.07,19.08,83.81,1
85,24.6,19.94,24.7,996.9,998.1,29.2,33.2,23.9,5.86,14.72,181,3.82,19.08,83.81,0
82,24.6,19.86,24.6,994.1,995.3,29.7,32.3,24.3,4.63,11.07,180,2.87,19.08,83.81,0
86,24.8,20.12,24.8,993.9,995.1,29.1,32.6,24.4,5.49,12.69,164,3.29,19.08,83.81,1
89,24.7,19.74,24.5,994.5,995.7,28.2,30.6,24.7,3.24,13.77,56,3.57,19.08,83.81,1
89,24.0,19.06,23.9,993.7,994.9,27.6,31.1,24.2,3.64,14.44,40,3.74,19.08,83.81,1
90,24.2,19.29,24.1,992.8,994.0,27.6,30.4,23.9,3.98,16.34,117,4.23,19.08,83.81,1
87,24.4,19.65,24.4,993.6,994.8,28.5,32.0,23.9,5.17,13.77,160,3.57,19.08,83.81,1
88,24.2,19.16,24.0,994.7,995.9,27.9,30.8,23.4,4.83,16.2,136,4.2,19.08,83.81,1
90,24.3,19.35,24.2,995.8,997.0,27.7,29.0,23.8,4.18,8.64,80,2.24,19.08,83.81,1
86,24.5,19.61,24.4,996.1,997.3,28.7,31.6,23.8,5.76,10.66,89,2.76,19.08,83.81,0
86,24.2,19.37,24.2,996.3,997.5,28.5,32.0,24.1,5.27,18.23,104,4.72,19.08,83.81,0
88,24.5,19.58,24.4,997.1,998.3,28.3,30.8,24.6,5.13,15.8,181,4.1,19.08,83.81,1
89,24.5,19.59,24.4,995.9,997.1,28.1,31.8,23.9,4.81,22.95,194,5.95,19.08,83.81,1
88,24.6,19.85,24.6,995.0,996.2,28.5,30.9,24.3,4.91,11.74,112,3.04,19.08,83.81,0
89,24.4,19.39,24.2,994.5,995.7,27.9,31.1,24.2,3.88,14.44,264,3.74,19.08,83.81,1
86,24.1,19.29,24.1,994.5,995.7,28.4,32.0,24.1,5.49,15.52,347,4.02,19.08,83.81,0
85,24.1,19.31,24.1,993.8,995.0,28.6,32.1,23.8,5.45,17.01,8,4.41,19.08,83.81,1
87,24.6,19.78,24.5,993.2,994.4,28.6,32.2,24.1,5.44,17.82,22,4.62,19.08,83.81,1
87,24.5,19.54,24.3,993.4,994.6,28.4,30.3,24.8,4.41,20.66,15,5.36,19.08,83.81,1
90,24.3,19.25,24.1,994.7,995.9,27.6,29.0,24.6,2.06,17.28,321,4.48,19.08,83.81,1
88,23.9,19.01,23.9,996.8,998.0,27.8,29.7,24.1,4.85,22.95,185,5.95,19.08,83.81,0
88,23.2,17.88,22.9,997.9,999.1,26.8,27.6,23.7,3.26,24.44,176,6.34,19.08,83.81,1
88,23.5,18.29,23.3,999.0,1000.2,27.2,29.0,23.4,4.4,20.52,182,5.32,19.08,83.81,1
91,23.5,18.35,23.4,999.7,1000.9,26.7,28.8,23.4,2.98,12.69,282,3.29,19.08,83.81,1
88,23.8,18.6,23.6,1000.2,1001.4,27.5,29.7,23.5,4.32,19.04,197,4.93,19.08,83.81,1
87,23.5,18.47,23.5,1001.6,1002.8,27.6,30.1,23.7,4.86,19.04,175,4.93,19.08,83.81,1
87,23.7,18.6,23.6,1000.7,1001.9,27.7,31.5,23.1,5.6,15.26,186,3.96,19.08,83.81,1
87,23.8,18.72,23.7,1000.4,1001.6,27.8,32.1,23.6,5.59,19.98,167,5.18,19.08,83.81,1
88,23.9,18.72,23.7,1000.0,1001.2,27.6,30.7,23.4,4.44,19.04,42,4.93,19.08,83.81,0
89,23.7,18.61,23.6,999.3,1000.5,27.3,29.8,23.3,4.2,12.15,321,3.15,19.08,83.81,1
91,23.9,18.7,23.7,999.1,1000.3,27.0,29.0,23.2,3.85,12.69,289,3.29,19.08,83.81,1
87,24.0,18.93,23.9,1001.2,1002.4,28.0,31.2,23.8,5.15,11.48,250,2.97,19.08,83.81,0
85,23.8,18.7,23.7,1001.7,1002.9,28.2,31.3,23.1,5.45,8.78,332,2.28,19.08,83.81,0
83,23.1,18.05,23.1,1000.9,1002.1,28.0,32.0,23.1,5.42,13.5,16,3.5,19.08,83.81,0
85,23.2,18.17,23.2,1000.6,1001.8,27.7,31.1,23.1,5.51,14.58,345,3.78,19.08,83.81,0
81,22.4,17.39,22.5,1001.7,1002.9,27.8,31.4,22.3,5.66,11.74,359,3.04,19.08,83.81,0
75,20.0,15.23,20.4,1003.0,1004.2,26.9,31.4,21.0,5.77,17.69,358,4.58,19.08,83.81,0
70,18.5,13.87,19.0,1002.9,1004.1,26.5,31.5,20.2,6.03,19.71,8,5.11,19.08,83.81,0
70,19.5,14.51,19.7,999.6,1000.8,27.2,32.1,20.8,5.74,22.14,8,5.74,19.08,83.81,0
69,19.3,14.34,19.5,996.8,998.0,27.2,31.1,21.2,5.89,22.41,15,5.81,19.08,83.81,0
68,18.6,13.84,19.0,999.7,1000.9,26.9,31.4,20.5,5.98,12.42,87,3.22,19.08,83.81,0
69,18.6,14.0,19.2,1002.6,1003.8,26.9,30.7,20.3,5.59,9.32,344,2.42,19.08,83.81,0
70,19.2,14.29,19.5,1002.6,1003.8,27.0,30.4,21.8,5.63,10.8,9,2.8,19.08,83.81,0
64,16.7,12.45,17.5,1002.1,1003.3,26.2,29.9,20.1,5.92,12.15,346,3.15,19.08,83.81,0
64,16.1,11.79,16.6,1002.2,1003.4,25.3,29.4,18.8,5.96,13.1,336,3.39,19.08,83.81,0
66,16.1,11.87,16.6,1002.3,1003.5,24.9,29.0,18.5,5.87,11.61,343,3.01,19.08,83.81,0
69,17.4,12.72,17.6,1002.2,1003.4,25.3,29.5,17.8,5.59,11.21,354,2.9,19.08,83.81,0
71,20.0,15.03,20.3,1002.7,1003.9,27.6,31.1,20.6,5.58,7.56,350,1.96,19.08,83.81,0
75,21.2,16.09,21.3,1001.6,1002.8,27.8,31.1,21.2,5.32,8.37,14,2.17,19.08,83.81,0
79,22.2,17.06,22.2,1001.7,1002.9,27.9,31.2,23.4,4.99,9.18,356,2.38,19.08,83.81,0
80,21.2,16.45,21.6,1003.2,1004.4,27.1,31.2,22.1,5.26,15.39,1,3.99,19.08,83.81,0
74,19.2,14.47,19.6,1004.6,1005.8,26.3,30.4,20.7,5.42,10.94,327,2.83,19.08,83.81,0
70,17.9,13.35,18.4,1004.7,1005.9,25.9,30.4,19.8,5.69,13.23,315,3.43,19.08,83.81,0
74,18.5,14.04,19.1,1004.1,1005.3,25.8,30.2,19.8,5.61,17.14,255,4.44,19.08,83.81,0
73,18.5,14.11,19.2,1004.0,1005.2,26.1,30.5,20.4,5.5,9.32,272,2.42,19.08,83.81,0
71,17.9,13.47,18.5,1003.8,1005.0,25.8,30.2,19.1,5.5,12.42,336,3.22,19.08,83.81,0
69,17.7,13.09,18.1,1003.9,1005.1,25.8,30.8,19.1,5.33,11.61,1,3.01,19.08,83.81,0
70,17.8,13.2,18.2,1004.0,1005.2,25.7,30.5,19.2,5.17,12.02,343,3.12,19.08,83.81,0
66,17.1,12.67,17.7,1003.9,1005.1,26.0,30.9,19.4,5.36,12.56,347,3.26,19.08,83.81,0
62,15.8,11.61,16.5,1003.8,1005.0,25.6,29.9,18.9,5.49,11.21,346,2.9,19.08,83.81,0
60,14.8,10.96,15.7,1004.0,1005.2,25.2,29.7,18.1,5.48,9.86,1,2.55,19.08,83.81,0
61,14.1,10.56,15.0,1003.7,1004.9,24.3,29.6,16.6,5.51,11.61,4,3.01,19.08,83.81,0
61,14.6,10.7,15.2,1002.2,1003.4,24.5,29.9,15.8,5.46,9.18,5,2.38,19.08,83.81,0
63,15.0,11.2,15.8,1001.8,1003.0,24.7,30.5,16.4,5.41,11.34,357,2.94,19.08,83.81,0
63,14.1,10.65,15.0,1002.6,1003.8,23.9,30.4,16.5,5.35,14.31,13,3.71,19.08,83.81,0
65,13.8,10.4,14.5,1002.5,1003.7,23.0,28.8,15.9,4.95,16.07,10,4.16,19.08,83.81,0
59,13.4,10.11,14.4,1001.0,1002.2,24.1,30.0,16.6,4.45,13.37,6,3.46,19.08,83.81,0
62,16.6,12.08,17.1,1000.5,1001.7,26.2,30.9,19.4,4.1,14.44,339,3.74,19.08,83.81,0
72,19.6,14.64,19.8,1000.9,1002.1,26.9,30.6,20.4,4.76,17.69,261,4.58,19.08,83.81,0
76,20.8,15.83,21.0,1001.7,1002.9,27.3,31.3,21.3,4.84,19.58,180,5.07,19.08,83.81,0
77,20.8,15.84,21.0,1001.8,1003.0,27.1,30.8,21.8,4.62,17.01,142,4.41,19.08,83.81,0
68,17.7,13.39,18.5,1002.7,1003.9,26.4,30.8,20.8,4.94,12.28,29,3.18,19.08,83.81,0
64,14.0,10.7,15.0,1001.7,1002.9,23.7,29.1,16.7,5.21,10.26,37,2.66,19.08,83.81,0
59,12.0,9.52,13.4,1000.0,1001.2,23.1,28.7,16.9,5.27,12.69,351,3.29,19.08,83.81,0
61,13.3,10.08,14.2,1000.8,1002.0,23.5,28.7,15.1,5.11,11.07,39,2.87,19.08,83.81,0
62,14.5,10.75,15.2,1001.9,1003.1,24.3,29.2,15.9,5.01,10.66,350,2.76,19.08,83.81,0
65,17.1,12.41,17.4,1002.7,1003.9,25.9,30.3,18.0,4.67,10.12,355,2.62,19.08,83.81,0
66,18.1,13.31,18.5,1002.4,1003.6,26.8,31.5,20.2,4.81,12.42,212,3.22,19.08,83.81,0
70,18.9,14.13,19.3,1002.0,1003.2,26.8,31.4,20.7,4.72,17.01,189,4.41,19.08,83.81,0
75,19.9,14.97,20.1,1002.2,1003.4,26.6,30.8,20.6,4.63,21.06,183,5.46,19.08,83.81,0
74,18.8,14.32,19.4,1002.8,1004.0,26.1,31.2,19.8,4.67,14.72,25,3.82,19.08,83.81,0
65,15.1,11.67,16.4,1003.7,1004.9,24.9,30.4,18.2,4.93,11.74,355,3.04,19.08,83.81,0
61,14.0,10.5,14.9,1002.5,1003.7,24.2,30.4,15.9,4.96,11.34,6,2.94,19.08,83.81,0
55,11.6,9.13,13.1,1001.8,1003.0,23.6,28.9,15.5,4.32,20.92,7,5.42,19.08,83.81,0
52,11.0,8.63,12.5,1001.7,1002.9,23.6,29.5,16.5,5.01,16.07,6,4.16,19.08,83.81,0
55,12.4,9.25,13.3,1001.4,1002.6,23.8,28.6,17.1,3.21,17.14,353,4.44,19.08,83.81,0
68,17.1,12.24,17.0,1001.4,1002.6,24.9,27.4,20.3,3.12,13.64,329,3.53,19.08,83.81,0
75,19.7,14.7,19.8,1002.3,1003.5,26.3,29.6,20.4,3.51,12.15,283,3.15,19.08,83.81,0
78,21.1,16.24,21.4,1002.2,1003.4,27.3,31.4,21.5,4.13,14.72,187,3.82,19.08,83.81,0
71,19.5,15.03,20.3,1002.5,1003.7,27.6,33.0,20.7,4.57,18.76,150,4.86,19.08,83.81,0
64,18.7,14.03,19.5,1002.8,1004.0,28.2,33.1,21.1,4.51,15.39,146,3.99,19.08,83.81,0
64,18.5,13.87,19.3,1001.9,1003.1,28.0,32.7,21.4,4.61,17.14,128,4.44,19.08,83.81,0
73,19.4,15.11,20.3,1001.4,1002.6,27.2,32.6,21.1,4.55,19.31,133,5.0,19.08,83.81,0
71,18.0,13.91,19.0,1002.3,1003.5,26.3,31.7,19.9,4.47,13.23,39,3.43,19.08,83.81,0
66,15.3,11.51,16.1,1002.7,1003.9,24.4,29.0,18.4,4.74,9.32,246,2.42,19.08,83.81,0
59,12.4,9.98,14.2,1001.8,1003.0,23.9,30.5,16.2,4.86,12.69,68,3.29,19.08,83.81,0
59,11.9,10.17,14.5,1001.5,1002.7,24.2,31.5,17.4,4.92,19.31,135,5.0,19.08,83.81,0
70,15.0,11.85,16.4,1001.9,1003.1,23.9,31.2,16.5,4.52,11.34,19,2.94,19.08,83.81,0
62,13.3,10.24,14.4,1001.9,1003.1,23.5,29.3,15.7,4.21,11.21,355,2.9,19.08,83.81,0
53,10.8,8.96,13.0,1001.9,1003.1,23.9,31.4,14.9,4.88,11.34,357,2.94,19.08,83.81,0
55,11.0,9.18,13.2,1002.9,1004.1,23.7,31.4,16.0,4.94,16.74,162,4.34,19.08,83.81,0
60,12.6,10.32,14.7,1003.7,1004.9,24.2,31.9,16.2,4.85,21.06,175,5.46,19.08,83.81,0
67,16.8,12.54,17.5,1005.0,1006.2,25.6,31.3,17.8,4.59,13.5,165,3.5,19.08,83.81,0
70,18.7,14.26,19.5,1004.8,1006.0,27.0,31.5,20.7,4.03,19.04,134,4.93,19.08,83.81,0
67,18.8,14.49,19.9,1004.8,1006.0,28.0,33.0,21.2,4.13,14.85,97,3.85,19.08,83.81,0
61,15.9,12.25,17.5,1006.3,1007.5,26.8,32.3,20.1,4.79,14.44,40,3.74,19.08,83.81,0
65,15.8,11.92,16.8,1007.4,1008.6,25.3,30.5,17.4,4.79,18.36,95,4.76,19.08,83.81,0
70,17.5,13.66,18.8,1006.1,1007.3,26.3,32.4,20.2,4.42,19.31,94,5.0,19.08,83.81,0
71,18.7,14.28,19.5,1006.1,1007.3,26.8,30.3,20.9,4.16,19.98,147,5.18,19.08,83.81,0
73,18.5,13.98,19.1,1006.8,1008.0,26.0,30.7,19.8,4.16,27.81,158,7.21,19.08,83.81,0
72,18.0,13.54,18.6,1007.1,1008.3,25.7,30.5,19.5,4.56,24.03,194,6.23,19.08,83.81,0
72,18.0,13.38,18.4,1006.7,1007.9,25.5,29.8,20.3,4.06,23.9,204,6.19,19.08,83.81,0
68,16.6,12.47,17.4,1007.4,1008.6,25.3,29.7,19.4,4.5,14.18,260,3.68,19.08,83.81,0
63,15.0,11.26,16.0,1008.0,1009.2,24.9,30.3,17.6,4.67,19.04,12,4.93,19.08,83.81,0
50,8.1,7.86,11.3,1007.1,1008.3,22.8,29.2,15.2,5.16,15.12,10,3.92,19.08,83.81,0
47,6.7,6.95,9.7,1006.1,1007.3,21.8,29.2,13.5,5.19,13.64,30,3.53,19.08,83.81,0
51,9.4,7.97,11.4,1006.9,1008.1,22.7,28.7,14.9,5.14,11.34,75,2.94,19.08,83.81,0
53,10.7,8.71,12.6,1005.9,1007.1,23.5,30.8,16.4,5.12,12.28,74,3.18,19.08,83.81,0
53,9.8,8.89,12.9,1003.8,1005.0,23.8,31.8,16.2,5.21,17.42,195,4.51,19.08,83.81,0
63,13.6,10.59,14.9,1002.5,1003.7,23.8,30.9,16.6,5.09,11.61,179,3.01,19.08,83.81,0
71,15.4,12.23,16.9,1003.2,1004.4,24.2,30.8,17.1,4.93,16.74,190,4.34,19.08,83.81,0
70,16.6,12.67,17.5,1002.8,1004.0,25.0,30.8,18.7,4.89,10.26,99,2.66,19.08,83.81,0
71,17.1,12.93,17.8,1002.2,1003.4,25.1,30.8,18.3,4.89,13.1,136,3.39,19.08,83.81,0
68,16.8,12.83,17.8,1003.2,1004.4,25.7,30.6,19.2,4.84,17.69,118,4.58,19.08,83.81,0
70,16.8,12.65,17.5,1003.8,1005.0,25.0,30.3,17.4,4.94,14.85,178,3.85,19.08,83.81,0
70,17.0,12.87,17.8,1005.3,1006.5,25.3,30.8,18.5,4.85,17.82,206,4.62,19.08,83.81,0
69,16.4,12.83,17.8,1005.6,1006.8,25.5,31.2,18.0,5.04,22.95,221,5.95,19.08,83.81,0
72,17.6,13.32,18.3,1005.4,1006.6,25.4,30.9,19.0,4.8,20.92,183,5.42,19.08,83.81,0
70,17.0,13.19,18.2,1004.7,1005.9,25.7,31.4,18.8,4.83,22.95,129,5.95,19.08,83.81,0
63,14.6,11.66,16.5,1004.0,1005.2,25.4,31.2,18.9,5.03,20.92,216,5.42,19.08,83.81,0
49,10.0,8.62,12.9,1003.8,1005.0,24.6,31.8,16.6,5.37,19.84,186,5.14,19.08,83.81,0
49,9.6,8.57,12.8,1003.9,1005.1,24.5,32.5,15.3,5.37,16.07,179,4.16,19.08,83.81,0
50,10.3,8.97,13.4,1003.5,1004.7,24.9,32.7,16.3,5.49,17.55,189,4.55,19.08,83.81,0
48,10.5,9.03,13.8,1003.3,1004.5,25.7,33.7,17.0,5.49,24.84,171,6.44,19.08,83.81,0
47,10.6,9.01,13.9,1003.1,1004.3,26.0,34.0,17.5,5.47,16.07,267,4.16,19.08,83.81,0
51,12.9,10.03,15.1,1002.3,1003.5,26.4,33.0,18.4,5.41,23.9,173,6.19,19.08,83.81,0
62,16.1,12.13,17.2,1002.4,1003.6,26.3,32.5,18.9,5.27,22.68,192,5.88,19.08,83.81,0
61,15.8,12.06,17.2,1004.0,1005.2,26.5,32.3,19.8,5.35,22.68,189,5.88,19.08,83.81,0
55,14.8,11.28,16.6,1002.6,1003.8,27.1,31.8,20.1,3.57,15.26,192,3.96,19.08,83.81,0
48,12.9,9.95,15.4,1002.5,1003.7,27.3,33.4,20.6,5.21,19.71,242,5.11,19.08,83.81,0
53,11.4,10.29,15.3,1003.2,1004.4,26.2,33.3,17.7,5.62,15.12,350,3.92,19.08,83.81,0
40,5.5,7.34,11.8,1003.5,1004.7,25.3,33.2,15.9,5.86,13.9,5,3.6,19.08,83.81,0
43,7.1,7.9,12.4,1002.3,1003.5,25.3,34.1,16.2,5.87,13.23,26,3.43,19.08,83.81,0
41,6.8,7.58,12.1,1002.1,1003.3,25.4,33.3,16.9,5.9,18.09,307,4.69,19.08,83.81,0
47,9.9,8.64,13.2,1002.1,1003.3,25.3,32.5,17.8,5.81,14.58,163,3.78,19.08,83.81,0
53,12.8,10.18,15.1,1001.4,1002.6,26.0,32.7,16.8,5.77,18.5,171,4.79,19.08,83.81,0
57,13.8,11.56,16.8,1001.6,1002.8,26.9,34.6,18.1,5.77,22.82,33,5.91,19.08,83.81,0
58,13.7,11.9,17.2,1002.1,1003.3,27.1,34.9,19.7,5.81,19.98,55,5.18,19.08,83.81,0
52,12.6,10.91,16.4,1003.0,1004.2,27.5,35.2,18.5,5.9,18.09,51,4.69,19.08,83.81,0
54,12.8,11.54,17.1,1002.7,1003.9,27.8,36.8,18.4,5.93,20.66,47,5.36,19.08,83.81,0
42,10.9,9.23,15.2,1003.2,1004.4,28.3,35.6,19.4,6.0,23.49,15,6.09,19.08,83.81,0
35,5.9,6.86,11.9,1004.0,1005.2,26.4,33.6,17.0,6.19,18.09,23,4.69,19.08,83.81,0
31,4.8,6.0,10.9,1003.4,1004.6,26.2,33.7,18.3,6.18,21.2,17,5.49,19.08,83.81,0
33,6.0,6.67,12.0,1001.9,1003.1,26.9,35.0,16.5,6.14,20.52,9,5.32,19.08,83.81,0
48,11.1,9.72,15.0,1001.8,1003.0,26.9,34.8,18.0,6.14,13.37,92,3.46,19.08,83.81,0
66,17.9,14.22,19.6,1002.6,1003.8,27.9,34.1,20.4,5.69,28.49,173,7.38,19.08,83.81,0
67,18.8,14.34,19.7,1003.2,1004.4,27.8,33.0,20.9,5.22,22.82,167,5.91,19.08,83.81,0
63,17.8,13.88,19.4,1003.2,1004.4,28.3,34.1,21.2,5.57,27.94,170,7.24,19.08,83.81,0
63,17.2,14.14,19.7,1002.5,1003.7,28.6,35.5,20.5,5.88,28.22,129,7.31,19.08,83.81,0
59,15.8,13.55,19.3,1002.6,1003.8,29.0,36.8,20.7,6.15,21.06,74,5.46,19.08,83.81,0
52,14.0,11.87,17.8,1001.9,1003.1,28.9,36.8,20.4,6.3,20.92,169,5.42,19.08,83.81,0
54,14.6,12.19,18.0,1001.9,1003.1,28.7,36.6,19.7,6.25,20.52,161,5.32,19.08,83.81,0
54,13.7,12.47,18.4,1002.7,1003.9,29.1,37.4,20.0,6.32,17.82,75,4.62,19.08,83.81,0
55,14.7,12.75,18.7,1004.6,1005.8,29.2,36.5,20.2,6.31,27.81,83,7.21,19.08,83.81,0
59,16.1,13.27,19.0,1006.2,1007.4,28.7,35.8,19.7,6.06,27.4,174,7.1,19.08,83.81,0
55,14.0,12.14,17.9,1006.4,1007.6,28.4,35.6,20.0,6.33,23.09,194,5.98,19.08,83.81,0
48,12.7,10.84,16.9,1006.5,1007.7,28.8,35.8,20.5,6.27,23.22,204,6.02,19.08,83.81,0
41,10.6,9.3,15.6,1006.6,1007.8,28.9,36.3,20.6,6.37,19.58,187,5.07,19.08,83.81,0
36,9.6,8.41,15.1,1006.1,1007.3,29.4,36.8,20.2,6.43,29.84,222,7.74,19.08,83.81,0
35,9.9,8.46,15.5,1006.8,1008.0,30.0,37.5,21.4,6.33,29.3,68,7.59,19.08,83.81,0
35,9.5,8.36,15.3,1006.8,1008.0,29.8,37.1,21.9,6.47,19.31,334,5.0,19.08,83.81,0
32,8.4,7.79,15.0,1005.8,1007.0,30.1,37.3,21.4,6.52,20.12,355,5.22,19.08,83.81,0
34,9.7,8.39,15.6,1004.1,1005.3,30.3,37.1,22.7,6.47,23.9,120,6.19,19.08,83.81,0
41,12.1,9.89,16.6,1004.0,1005.2,29.9,36.9,21.8,6.0,24.7,161,6.4,19.08,83.81,0
47,13.6,10.95,17.2,1004.5,1005.7,29.3,35.6,21.2,6.21,16.74,179,4.34,19.08,83.81,0
44,13.2,10.56,17.1,1003.9,1005.1,29.8,36.0,21.5,6.02,20.25,180,5.25,19.08,83.81,0
47,14.6,11.28,17.7,1003.7,1004.9,29.8,35.2,22.6,5.15,14.72,236,3.82,19.08,83.81,0
38,11.8,9.38,16.4,1003.6,1004.8,30.3,36.5,23.1,6.37,23.09,187,5.98,19.08,83.81,0
38,10.3,9.06,15.8,1003.2,1004.4,29.7,37.2,20.9,6.63,23.36,210,6.06,19.08,83.81,0
35,9.4,8.6,15.7,1002.0,1003.2,30.2,37.3,20.9,6.73,29.84,185,7.74,19.08,83.81,0
36,10.5,9.02,16.2,1000.0,1001.2,30.5,37.5,22.2,6.11,19.71,172,5.11,19.08,83.81,0
49,14.5,11.47,17.6,999.8,1001.0,29.3,35.9,20.4,6.07,22.01,190,5.7,19.08,83.81,0
65,19.3,15.05,20.6,1001.4,1002.6,29.1,33.9,23.2,4.86,10.26,203,2.66,19.08,83.81,0
62,17.4,13.28,18.7,1001.9,1003.1,27.8,32.4,22.6,4.47,15.39,238,3.99,19.08,83.81,0
75,19.2,14.28,19.3,1001.2,1002.4,25.8,31.2,20.8,4.0,29.3,189,7.59,19.08,83.81,1
82,19.7,14.73,19.7,999.4,1000.6,24.8,27.7,20.8,2.86,20.52,178,5.32,19.08,83.81,1
74,18.8,14.03,19.0,999.0,1000.2,25.7,31.6,19.4,5.93,32.54,181,8.44,19.08,83.81,1
